Date,Open,High,Low,Close,Adj Close,Volume
2020-01-10,724.900024,742.000000,721.450012,738.250000,735.994263,1243343
2020-01-13,742.250000,750.000000,734.299988,742.799988,740.530334,1032614
2020-01-14,742.799988,755.000000,737.099976,751.750000,749.453003,1045858
2020-01-15,751.750000,764.750000,749.000000,762.450012,760.120361,980328
2020-01-16,760.950012,772.000000,741.200012,746.750000,744.468323,870590
2020-01-17,746.000000,751.000000,740.900024,743.700012,741.427612,534526
2020-01-20,747.400024,753.549988,739.049988,748.549988,746.262756,1334231
2020-01-21,749.900024,749.900024,729.799988,731.549988,729.314697,611181
2020-01-22,732.549988,734.000000,722.200012,726.099976,723.881348,487900
2020-01-23,729.400024,743.000000,724.000000,741.049988,738.785706,757948
2020-01-24,740.000000,751.000000,733.500000,749.349976,747.060303,409201
2020-01-27,748.000000,752.549988,735.000000,737.750000,735.495789,270404
2020-01-28,735.500000,741.599976,727.400024,736.400024,734.149963,473685
2020-01-29,741.700012,754.000000,719.250000,740.849976,738.586304,1575262
2020-01-30,724.000000,730.799988,677.599976,683.500000,681.411560,2892436
2020-01-31,684.849976,686.549988,671.650024,672.650024,670.594727,1859249
2020-02-03,661.500000,675.349976,656.000000,667.299988,665.261047,1822043
2020-02-04,670.599976,676.599976,651.000000,654.549988,652.549988,2088083
2020-02-05,658.000000,663.849976,649.549988,661.349976,661.349976,1410185
2020-02-06,664.400024,665.000000,647.849976,651.950012,651.950012,1348347
2020-02-07,650.450012,656.950012,645.500000,646.799988,646.799988,1690674
2020-02-10,650.450012,650.450012,629.049988,630.849976,630.849976,1454583
2020-02-11,633.000000,636.200012,614.500000,615.700012,615.700012,2090350
2020-02-12,620.900024,645.950012,618.250000,642.150024,642.150024,4910853
2020-02-13,642.950012,648.900024,633.099976,636.349976,636.349976,1547406
2020-02-14,637.000000,639.450012,622.400024,626.099976,626.099976,1078421
2020-02-17,626.099976,630.950012,618.049988,625.750000,625.750000,1006447
2020-02-18,626.000000,626.700012,613.000000,620.750000,620.750000,993432
2020-02-19,622.400024,625.599976,614.250000,622.599976,622.599976,2216292
2020-02-20,622.599976,637.900024,622.599976,631.049988,631.049988,1415897
2020-02-24,629.000000,634.000000,613.000000,614.849976,614.849976,902809
2020-02-25,618.599976,622.500000,608.299988,615.750000,615.750000,739783
2020-02-26,610.200012,612.750000,599.000000,601.250000,601.250000,1089270
2020-02-27,602.000000,605.200012,588.950012,594.700012,594.700012,929861
2020-02-28,588.000000,593.299988,556.400024,560.500000,560.500000,2178954
2020-03-02,574.000000,611.299988,573.799988,587.150024,587.150024,2637496
2020-03-03,594.750000,625.750000,593.599976,618.700012,618.700012,2325261
2020-03-04,623.799988,636.650024,615.000000,631.750000,631.750000,2965643
2020-03-05,638.099976,654.849976,636.049988,650.650024,650.650024,2911172
2020-03-06,628.900024,645.500000,622.849976,638.900024,638.900024,2063109
2020-03-09,628.099976,629.000000,607.349976,613.799988,613.799988,1682055
2020-03-11,607.900024,630.049988,602.200012,607.400024,607.400024,2307202
2020-03-12,595.000000,595.000000,543.450012,560.200012,560.200012,3821522
2020-03-13,542.000000,554.750000,497.500000,548.250000,548.250000,3890728
2020-03-16,540.000000,549.099976,501.549988,509.049988,509.049988,2769613
2020-03-17,506.000000,540.700012,496.500000,523.750000,523.750000,4342321
2020-03-18,542.799988,542.799988,512.400024,521.599976,521.599976,1683978
2020-03-19,510.000000,511.950012,476.250000,483.049988,483.049988,2685745
2020-03-20,488.200012,509.799988,475.549988,499.100006,499.100006,2260008
2020-03-23,475.850006,486.649994,425.100006,434.049988,434.049988,1197761
2020-03-24,450.000000,499.000000,434.000000,444.450012,444.450012,1876947
2020-03-25,450.000000,478.000000,438.299988,470.500000,470.500000,2341320
2020-03-26,479.200012,513.450012,475.000000,500.549988,500.549988,3577885
2020-03-27,505.000000,517.299988,480.600006,499.450012,499.450012,2579279
2020-03-30,489.950012,502.250000,479.200012,493.100006,493.100006,1778405
2020-03-31,500.000000,528.000000,498.350006,520.849976,520.849976,2269015
2020-04-01,535.000000,565.299988,525.299988,548.750000,548.750000,2976902
2020-04-03,551.299988,558.150024,525.200012,531.450012,531.450012,1709383
2020-04-07,549.000000,570.000000,541.049988,558.849976,558.849976,1967959
2020-04-08,566.250000,628.950012,561.549988,600.000000,600.000000,2526918
2020-04-09,617.000000,639.799988,587.000000,595.099976,595.099976,1792786
2020-04-13,565.000000,567.500000,543.049988,556.950012,556.950012,3394593
2020-04-15,565.349976,598.900024,562.849976,571.650024,571.650024,2778395
2020-04-16,570.900024,583.250000,562.500000,564.400024,564.400024,1768369
2020-04-17,578.799988,578.799988,545.250000,552.750000,552.750000,2264510
2020-04-20,559.000000,559.450012,535.000000,537.650024,537.650024,1505931
2020-04-21,530.000000,537.400024,518.599976,529.799988,529.799988,2302729
2020-04-22,526.250000,534.000000,515.349976,531.150024,531.150024,1907487
2020-04-23,535.000000,550.799988,535.000000,539.450012,539.450012,2186606
2020-04-24,536.950012,547.099976,530.049988,534.400024,534.400024,1404955
2020-04-27,537.000000,544.000000,527.000000,536.950012,536.950012,1513877
2020-04-28,540.000000,542.750000,526.849976,533.799988,533.799988,1353788
2020-04-29,536.500000,539.849976,530.099976,536.450012,536.450012,906484
2020-04-30,540.549988,546.900024,528.000000,543.200012,543.200012,2792192
2020-05-04,530.000000,537.450012,522.299988,526.299988,526.299988,2940240
2020-05-05,532.000000,533.150024,507.149994,514.299988,514.299988,2381774
2020-05-06,513.750000,513.750000,495.100006,507.200012,507.200012,2065103
2020-05-07,505.000000,505.500000,484.049988,486.299988,486.299988,2263764
2020-05-08,491.500000,506.899994,491.500000,499.549988,499.549988,2795019
2020-05-11,508.000000,523.950012,505.049988,516.799988,516.799988,2283976
2020-05-12,518.700012,524.700012,510.000000,517.849976,517.849976,2022416
2020-05-13,533.000000,544.849976,523.000000,534.450012,534.450012,1828087
2020-05-14,520.000000,568.150024,520.000000,564.450012,564.450012,6363235
2020-05-15,566.000000,572.500000,539.000000,543.500000,543.500000,2855729
2020-05-18,547.849976,551.000000,535.099976,537.549988,537.549988,2235232
2020-05-19,540.099976,557.799988,537.150024,554.000000,554.000000,2041488
2020-05-20,556.000000,567.400024,555.900024,564.650024,564.650024,1412403
2020-05-21,570.000000,585.000000,562.549988,575.599976,575.599976,1661712
2020-05-22,576.000000,583.099976,566.799988,569.200012,569.200012,884548
