Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,479.500000,499.450012,477.524994,484.524994,480.965118,412992
2020-02-04,491.475006,499.000000,478.049988,481.625000,478.086426,396350
2020-02-05,483.424988,497.000000,483.424988,493.024994,489.402679,352176
2020-02-06,495.950012,499.000000,478.500000,480.424988,476.895233,268256
2020-02-07,483.424988,497.774994,483.325012,494.450012,490.817230,346574
2020-02-10,498.500000,512.500000,491.000000,508.225006,504.491058,452546
2020-02-11,511.375000,516.275024,500.375000,504.649994,500.942261,266644
2020-02-12,507.299988,507.500000,485.825012,492.325012,488.707855,236510
2020-02-13,484.000000,494.500000,463.149994,485.475006,481.908173,361928
2020-02-14,488.500000,512.474976,488.375000,506.399994,502.679382,934232
2020-02-17,508.149994,510.725006,487.649994,495.024994,491.387970,474834
2020-02-18,497.500000,505.024994,478.000000,498.049988,494.390808,621758
2020-02-19,497.500000,504.000000,493.649994,497.850006,494.192200,475826
2020-02-20,500.475006,527.000000,499.174988,520.275024,516.452454,1101504
2020-02-24,519.500000,535.500000,507.000000,511.225006,508.691162,540072
2020-02-25,514.700012,518.275024,507.500000,509.975006,507.447357,693582
2020-02-26,509.975006,513.500000,497.975006,499.850006,497.372528,685414
2020-02-27,503.125000,517.000000,492.000000,495.075012,492.621185,665826
2020-02-28,490.500000,498.125000,475.500000,488.024994,485.606140,530480
2020-03-02,493.000000,499.750000,478.000000,485.500000,483.093658,613040
2020-03-03,497.500000,497.500000,483.149994,491.725006,489.287781,450844
2020-03-04,493.125000,494.850006,478.549988,481.850006,479.461761,517402
2020-03-05,487.000000,500.000000,482.500000,494.750000,492.297791,325468
2020-03-06,481.000000,497.225006,477.500000,492.700012,490.257996,303534
2020-03-09,490.625000,490.625000,465.700012,471.200012,468.864563,1270852
2020-03-11,472.649994,474.125000,455.725006,465.625000,463.317169,492248
2020-03-12,450.000000,450.000000,415.000000,423.200012,421.102417,876760
2020-03-13,392.600006,450.500000,370.000000,436.299988,434.137482,1078562
2020-03-16,430.000000,434.875000,399.500000,403.225006,401.226471,777650
2020-03-17,402.000000,411.250000,388.524994,395.274994,393.315826,435086
2020-03-18,404.500000,410.774994,384.500000,395.250000,393.290985,613258
2020-03-19,375.000000,396.500000,368.524994,374.225006,372.370209,534316
2020-03-20,375.000000,392.500000,372.500000,384.000000,382.096741,744640
2020-03-23,350.000000,369.975006,334.000000,339.750000,338.066040,1493824
2020-03-24,369.975006,369.975006,343.375000,346.725006,345.006500,358356
2020-03-25,340.000000,362.350006,340.000000,352.600006,350.852386,281738
2020-03-26,360.000000,377.500000,354.575012,369.325012,367.494476,328438
2020-03-27,378.000000,394.950012,367.600006,382.950012,381.051971,333934
2020-03-30,370.000000,374.750000,360.500000,364.250000,362.444611,277478
2020-03-31,367.000000,389.850006,362.575012,383.375000,381.474823,232486
2020-04-01,389.000000,409.500000,384.024994,397.899994,395.927826,907144
2020-04-03,400.549988,402.000000,385.375000,395.350006,393.390472,271770
2020-04-07,404.000000,421.350006,400.500000,415.350006,413.291321,408830
2020-04-08,419.975006,454.899994,409.000000,427.450012,425.331360,955610
2020-04-09,444.500000,459.950012,438.774994,455.649994,453.391602,598776
2020-04-13,457.500000,487.325012,447.500000,450.024994,447.794464,884488
2020-04-15,460.000000,469.399994,448.500000,456.174988,453.913971,862564
2020-04-16,462.500000,472.000000,458.049988,462.200012,459.909149,432774
2020-04-17,471.500000,475.975006,463.200012,471.975006,469.635681,404636
2020-04-20,476.700012,480.649994,464.600006,468.450012,466.128204,274970
