Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,1636.000000,1693.500000,1628.050049,1640.900024,1602.353027,186441
2020-02-04,1648.000000,1714.900024,1635.300049,1699.849976,1659.918213,155685
2020-02-05,1691.099976,1714.949951,1680.000000,1695.000000,1655.182129,208326
2020-02-06,1687.000000,1708.750000,1660.000000,1672.199951,1632.917725,178931
2020-02-07,1668.199951,1695.000000,1658.000000,1687.849976,1648.200073,73168
2020-02-10,1699.000000,1705.000000,1671.099976,1683.150024,1643.610474,169682
2020-02-11,1695.000000,1705.000000,1674.099976,1696.699951,1656.842041,64164
2020-02-12,1700.000000,1707.000000,1682.500000,1685.949951,1646.344849,49645
2020-02-13,1699.800049,1699.800049,1665.650024,1682.000000,1642.487549,39138
2020-02-14,1697.000000,1697.000000,1670.000000,1673.849976,1634.528931,35005
2020-02-17,1670.000000,1744.000000,1670.000000,1712.000000,1671.782593,131252
2020-02-18,1713.000000,1730.000000,1665.000000,1690.750000,1651.031982,59519
2020-02-19,1690.000000,1744.000000,1690.000000,1729.349976,1688.725098,148419
2020-02-20,1742.000000,1751.000000,1724.199951,1743.000000,1702.054565,63353
2020-02-24,1745.099976,1778.000000,1700.000000,1711.900024,1671.685059,97590
2020-02-25,1705.000000,1725.000000,1678.000000,1684.500000,1644.928711,61270
2020-02-26,1683.000000,1709.000000,1673.000000,1680.000000,1640.534424,89708
2020-02-27,1679.949951,1688.500000,1661.300049,1674.849976,1635.505371,70451
2020-02-28,1653.000000,1668.199951,1576.300049,1620.849976,1582.773926,152354
2020-03-02,1644.349976,1691.699951,1619.750000,1657.699951,1618.758301,74645
2020-03-03,1672.150024,1708.949951,1619.949951,1675.599976,1636.237793,134954
2020-03-04,1670.000000,1678.300049,1635.150024,1648.900024,1610.165039,54181
2020-03-05,1663.000000,1665.250000,1621.500000,1638.500000,1600.009521,49153
2020-03-06,1620.000000,1669.000000,1576.650024,1651.300049,1612.508667,69486
2020-03-09,1620.000000,1633.650024,1520.000000,1528.750000,1492.837524,135352
2020-03-11,1549.349976,1560.000000,1503.550049,1535.500000,1499.428955,62857
2020-03-12,1490.550049,1499.349976,1352.949951,1416.099976,1382.833862,108161
2020-03-13,1253.250000,1445.000000,1132.900024,1411.949951,1378.781372,120547
2020-03-16,1409.800049,1409.800049,1252.000000,1272.599976,1242.704834,131047
2020-03-17,1258.000000,1280.099976,1206.050049,1236.050049,1207.013550,131870
2020-03-18,1260.000000,1274.800049,1111.000000,1155.199951,1128.062744,118477
2020-03-19,1075.550049,1249.000000,1041.050049,1188.099976,1160.189941,176489
2020-03-20,1212.000000,1269.000000,1155.050049,1233.849976,1204.865112,147417
2020-03-23,1050.000000,1149.949951,995.000000,1018.250000,994.329956,84748
2020-03-24,1031.050049,1195.000000,1026.349976,1153.349976,1126.256104,129924
2020-03-25,1103.000000,1179.000000,1103.000000,1160.449951,1133.189331,147901
2020-03-26,1189.000000,1189.000000,1070.000000,1100.250000,1074.403564,206225
2020-03-27,1120.000000,1200.000000,1060.150024,1174.900024,1147.300049,203775
2020-03-30,1141.000000,1185.000000,1096.750000,1173.599976,1146.030518,131422
2020-03-31,1175.000000,1185.000000,1129.250000,1161.250000,1133.970581,173325
2020-04-01,1170.250000,1235.000000,1109.000000,1181.099976,1153.354248,309547
2020-04-03,1181.099976,1181.099976,1085.000000,1107.599976,1081.580933,345961
2020-04-07,1148.000000,1149.550049,1097.050049,1108.750000,1082.703857,247159
2020-04-08,1116.949951,1147.949951,1100.000000,1104.500000,1078.553711,89214
2020-04-09,1130.000000,1193.000000,1115.000000,1173.849976,1146.274536,181798
2020-04-13,1195.000000,1195.000000,1125.000000,1155.849976,1128.697510,97383
2020-04-15,1200.000000,1240.000000,1158.000000,1214.849976,1186.311523,144427
2020-04-16,1207.500000,1235.000000,1194.750000,1225.300049,1196.516113,115869
2020-04-17,1242.000000,1270.000000,1215.099976,1260.150024,1230.547363,103971
2020-04-20,1270.000000,1295.000000,1253.349976,1274.949951,1244.999756,298622
2020-04-21,1261.000000,1261.000000,1205.099976,1214.500000,1185.969604,97178
2020-04-22,1220.000000,1224.699951,1170.050049,1178.599976,1150.913086,168575
2020-04-23,1178.599976,1188.400024,1148.599976,1158.849976,1131.627075,140573
2020-04-24,1160.000000,1167.449951,1142.000000,1155.300049,1128.160645,131299
2020-04-27,1175.250000,1192.000000,1152.849976,1176.550049,1148.911133,105337
2020-04-28,1188.949951,1190.550049,1137.000000,1153.750000,1126.646729,96508
2020-04-29,1151.050049,1184.050049,1147.050049,1161.550049,1134.263550,117670
2020-04-30,1185.000000,1253.599976,1161.099976,1235.250000,1206.232178,327649
2020-05-04,1200.000000,1210.000000,1168.050049,1185.750000,1157.895020,67529
2020-05-05,1204.000000,1215.650024,1174.099976,1176.199951,1148.569458,46069
2020-05-06,1192.000000,1214.000000,1176.500000,1189.250000,1161.312866,51164
2020-05-07,1190.000000,1208.800049,1162.199951,1185.500000,1157.650879,107123
2020-05-08,1198.000000,1206.949951,1162.099976,1167.400024,1139.976074,80776
2020-05-11,1172.099976,1201.000000,1172.099976,1179.500000,1151.791992,91214
2020-05-12,1179.000000,1179.000000,1125.000000,1128.849976,1102.331787,152859
2020-05-13,1159.699951,1159.699951,1098.000000,1101.199951,1075.331299,216823
2020-05-14,1101.199951,1123.849976,1090.300049,1113.949951,1087.781860,117960
2020-05-15,1126.000000,1126.000000,1065.500000,1068.400024,1043.301758,198464
2020-05-18,1105.000000,1140.000000,1090.000000,1107.650024,1081.629761,443122
2020-05-19,1118.800049,1145.849976,1115.000000,1125.000000,1098.572144,194622
2020-05-20,1143.000000,1175.000000,1135.000000,1160.000000,1132.750000,196273
2020-05-21,1168.400024,1168.949951,1121.550049,1125.349976,1098.913940,96161
2020-05-22,1130.000000,1141.449951,1088.099976,1122.650024,1096.277466,68579
2020-05-26,1124.050049,1146.000000,1124.000000,1137.550049,1110.827393,58622
2020-05-27,1141.000000,1143.849976,1115.449951,1121.650024,1095.300903,71847
2020-05-28,1133.300049,1137.199951,1121.349976,1129.800049,1103.259521,45404
2020-05-29,1125.000000,1191.000000,1125.000000,1171.300049,1143.784668,177649
2020-06-01,1182.050049,1207.000000,1166.000000,1188.199951,1160.287476,153012
2020-06-02,1193.000000,1233.000000,1176.500000,1204.199951,1175.911621,159982
2020-06-03,1225.000000,1238.500000,1208.250000,1230.500000,1201.593872,80426
2020-06-04,1232.000000,1294.900024,1226.449951,1279.099976,1249.052246,195408
2020-06-05,1291.000000,1339.050049,1286.300049,1331.349976,1300.074829,142173
2020-06-08,1345.000000,1359.949951,1317.150024,1329.750000,1298.512329,250902
2020-06-09,1339.750000,1391.099976,1330.000000,1365.800049,1333.715332,184115
2020-06-10,1379.000000,1385.000000,1325.000000,1338.900024,1307.447388,39804
2020-06-11,1339.949951,1365.000000,1305.250000,1317.750000,1286.794189,76200
2020-06-12,1260.000000,1354.000000,1254.000000,1339.099976,1307.642700,174304
2020-06-15,1348.000000,1358.050049,1303.000000,1309.599976,1278.835693,83363
2020-06-16,1329.949951,1344.900024,1280.000000,1311.199951,1280.398071,85808
2020-06-17,1296.500000,1329.000000,1291.099976,1317.500000,1286.550049,58738
2020-06-18,1318.199951,1345.000000,1301.500000,1334.500000,1303.150879,81363
2020-06-19,1341.000000,1351.949951,1320.599976,1343.050049,1311.499878,77745
2020-06-22,1343.000000,1352.349976,1295.000000,1299.699951,1269.168213,102245
2020-06-23,1301.000000,1312.949951,1280.000000,1297.400024,1266.922241,126512
2020-06-24,1308.500000,1308.500000,1275.000000,1281.349976,1251.249268,90317
2020-06-25,1280.000000,1290.000000,1238.800049,1261.150024,1231.523682,87600
2020-06-26,1270.000000,1328.949951,1265.550049,1296.500000,1266.043457,263369
2020-06-29,1297.000000,1318.000000,1275.000000,1296.849976,1266.385132,90756
2020-06-30,1315.000000,1315.000000,1280.000000,1283.050049,1252.909424,61584
2020-07-01,1288.000000,1306.550049,1265.000000,1298.699951,1268.191772,206827
2020-07-02,1298.699951,1309.300049,1285.000000,1297.699951,1267.215210,258938
2020-07-03,1304.000000,1306.000000,1290.099976,1295.099976,1264.676270,64345
2020-07-06,1306.000000,1315.000000,1295.000000,1299.800049,1269.265991,59898
2020-07-07,1308.699951,1367.400024,1298.250000,1349.800049,1318.091309,331518
2020-07-08,1336.750000,1394.000000,1336.000000,1390.050049,1371.109009,297254
2020-07-09,1399.000000,1430.000000,1397.000000,1406.300049,1387.137451,240767
2020-07-10,1400.000000,1439.900024,1390.000000,1411.699951,1392.463867,99149
2020-07-13,1429.000000,1457.099976,1420.050049,1439.000000,1419.391846,153471
2020-07-14,1444.300049,1467.500000,1425.000000,1439.250000,1419.638550,177879
2020-07-15,1450.250000,1476.000000,1436.050049,1460.300049,1440.401733,128640
2020-07-16,1480.000000,1517.949951,1428.000000,1441.699951,1422.055176,268125
2020-07-17,1386.000000,1404.750000,1341.150024,1380.599976,1361.787598,526150
2020-07-20,1360.000000,1415.199951,1351.250000,1410.349976,1391.132324,158841
2020-07-21,1410.349976,1460.000000,1410.349976,1443.199951,1423.534668,133860
2020-07-22,1410.000000,1439.949951,1406.000000,1415.900024,1396.606689,63668
2020-07-23,1415.000000,1432.800049,1389.349976,1399.400024,1380.331421,87516
2020-07-24,1397.949951,1449.400024,1380.449951,1439.500000,1419.885132,338325
2020-07-27,1439.500000,1457.849976,1405.000000,1432.849976,1413.325684,168367
2020-07-28,1435.000000,1472.000000,1435.000000,1455.300049,1435.469727,92342
2020-07-29,1455.300049,1523.000000,1445.000000,1493.650024,1473.297241,319850
2020-07-30,1505.000000,1530.000000,1493.099976,1504.150024,1483.654175,241608
2020-07-31,1524.000000,1524.000000,1473.500000,1511.349976,1490.756104,231823
2020-08-03,1500.000000,1544.000000,1500.000000,1534.949951,1514.034424,78516
2020-08-04,1550.000000,1588.949951,1511.000000,1517.599976,1496.920898,73143
2020-08-05,1529.650024,1538.000000,1506.500000,1532.650024,1511.765869,98878
2020-08-06,1539.650024,1564.949951,1530.500000,1561.849976,1540.567993,74729
2020-08-07,1563.000000,1625.000000,1550.000000,1592.949951,1571.244019,263761
2020-08-10,1604.000000,1636.949951,1594.699951,1630.199951,1607.986572,85839
2020-08-11,1630.199951,1653.000000,1581.650024,1589.750000,1568.087769,176501
2020-08-12,1589.750000,1597.949951,1552.800049,1569.150024,1547.768555,159308
2020-08-13,1575.000000,1606.949951,1575.000000,1594.699951,1572.970215,112215
2020-08-14,1585.000000,1617.099976,1551.050049,1564.900024,1543.576416,39864
2020-08-17,1570.000000,1588.000000,1526.800049,1545.199951,1524.144653,44095
2020-08-18,1545.050049,1594.000000,1545.050049,1588.199951,1566.558716,69345
2020-08-19,1590.000000,1606.500000,1589.000000,1600.199951,1578.395386,37075
2020-08-20,1590.000000,1615.000000,1565.000000,1580.650024,1559.111694,52330
2020-08-21,1581.099976,1612.699951,1573.550049,1604.550049,1582.686157,93948
2020-08-24,1612.000000,1631.900024,1574.900024,1579.550049,1558.026855,164561
2020-08-25,1596.900024,1596.900024,1518.650024,1545.000000,1523.947510,122075
2020-08-26,1559.000000,1559.000000,1521.199951,1540.550049,1519.558350,89898
2020-08-27,1549.000000,1564.500000,1530.000000,1538.050049,1517.092163,77022
2020-08-28,1544.500000,1559.000000,1525.050049,1534.650024,1513.738525,81092
2020-08-31,1540.000000,1585.000000,1508.000000,1565.150024,1543.822998,105158
2020-09-01,1585.000000,1585.000000,1512.000000,1534.500000,1513.590576,99410
2020-09-02,1549.150024,1563.699951,1515.150024,1528.900024,1508.067017,133326
2020-09-03,1539.900024,1612.000000,1536.500000,1577.699951,1556.201904,179443
2020-09-04,1545.000000,1582.500000,1538.750000,1563.000000,1541.702393,54791
2020-09-07,1560.199951,1576.250000,1515.000000,1520.849976,1500.126465,229976
2020-09-08,1520.849976,1530.000000,1497.000000,1499.949951,1479.511353,113468
2020-09-09,1484.949951,1513.650024,1464.099976,1491.099976,1470.781982,83095
2020-09-10,1492.000000,1519.650024,1487.699951,1497.500000,1477.094849,48443
2020-09-11,1506.000000,1540.000000,1473.650024,1524.199951,1503.430908,97579
2020-09-14,1528.000000,1613.800049,1528.000000,1592.650024,1570.948242,218018
2020-09-15,1609.449951,1640.500000,1604.000000,1618.900024,1596.840454,137386
2020-09-16,1631.349976,1669.900024,1625.000000,1646.199951,1623.768433,87116
2020-09-17,1641.000000,1697.849976,1617.000000,1668.050049,1645.320801,119311
2020-09-18,1670.000000,1687.000000,1638.000000,1673.050049,1650.252930,58677
2020-09-21,1666.000000,1683.900024,1663.000000,1665.000000,1642.312378,758773
2020-09-22,1670.000000,1670.000000,1575.000000,1628.250000,1606.063110,136652
2020-09-23,1674.800049,1685.300049,1612.000000,1625.099976,1602.956055,224951
2020-09-24,1609.949951,1619.949951,1573.300049,1598.949951,1577.162354,98907
2020-09-25,1600.000000,1615.000000,1561.000000,1591.199951,1569.517944,314574
2020-09-28,1599.000000,1649.800049,1599.000000,1641.300049,1618.935425,81066
2020-09-29,1649.000000,1665.000000,1620.000000,1629.800049,1607.592041,199797
2020-09-30,1635.000000,1635.000000,1601.300049,1618.050049,1596.002319,168497
2020-10-01,1620.000000,1635.849976,1580.500000,1586.949951,1565.325928,191018
2020-10-05,1602.000000,1609.900024,1574.050049,1588.800049,1567.150879,294527
2020-10-06,1604.000000,1628.599976,1603.050049,1614.500000,1592.500488,56944
2020-10-07,1622.699951,1628.000000,1565.000000,1599.900024,1578.099487,58763
2020-10-08,1639.000000,1676.000000,1620.250000,1631.949951,1609.712769,493401
2020-10-09,1642.000000,1674.000000,1614.000000,1630.050049,1607.838745,136185
2020-10-12,1634.000000,1670.000000,1626.000000,1647.900024,1625.445435,228325
2020-10-13,1646.949951,1879.400024,1646.900024,1809.949951,1785.287231,1800294
2020-10-14,1792.900024,1858.250000,1751.000000,1792.949951,1768.518799,902383
2020-10-15,1799.949951,1832.750000,1712.550049,1738.849976,1715.156128,361799
2020-10-16,1750.000000,1764.949951,1705.599976,1727.949951,1704.404541,205114
2020-10-19,1745.000000,1780.000000,1694.199951,1754.099976,1730.198364,165268
2020-10-20,1754.000000,1796.650024,1744.099976,1749.800049,1725.956787,469825
2020-10-21,1750.000000,1751.050049,1681.449951,1697.550049,1674.419067,261869
2020-10-22,1703.949951,1764.699951,1694.449951,1747.800049,1723.984253,216392
2020-10-23,1763.199951,1773.000000,1720.000000,1733.949951,1710.322876,77683
2020-10-26,1746.199951,1796.900024,1723.449951,1751.849976,1735.485596,190341
2020-10-27,1742.000000,1767.699951,1720.000000,1754.500000,1738.110840,81737
2020-10-28,1761.000000,1784.199951,1729.500000,1755.050049,1738.655762,111345
2020-10-29,1740.000000,1744.000000,1685.000000,1698.050049,1682.188232,187575
2020-10-30,1699.900024,1723.650024,1651.300049,1667.349976,1651.774902,85112
2020-11-02,1679.250000,1679.250000,1605.000000,1620.750000,1605.610229,87958
2020-11-03,1640.250000,1659.000000,1615.000000,1635.199951,1619.925171,112006
2020-11-04,1625.000000,1747.150024,1622.000000,1729.349976,1713.195801,185747
2020-11-05,1736.250000,1749.800049,1687.000000,1696.699951,1680.850708,82532
2020-11-06,1697.000000,1718.349976,1685.000000,1691.150024,1675.352661,42838
2020-11-09,1702.250000,1728.300049,1681.150024,1720.199951,1704.131348,94225
